circRNA_ID	chr	circRNA_start	circRNA_end	X.junction_reads	SM_MS_SMS	X.non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID	gene_name	exon_count	exon_sizes
chr5:176975396|176982623	chr5	176975396	176982623	13	7_7_3	191	0.12	n/a	/n/a	-	SRR12794723.2384251,SRR12794723.2554420,SRR12794723.4163447,SRR12794723.5756935,SRR12794723.17964038,SRR12794723.1152543,SRR12794723.13076230,SRR12794723.18852665,SRR12794723.18855049,SRR12794723.30809368,SRR12794723.31648474,SRR12794723.46118914,SRR12794723.46844577,	UIMC1	2	85,155
chr5:177041126|177044533	chr5	177041126	177044533	3	0_1_2	44	0.12	n/a	/n/a	+	SRR12794723.24840884,SRR12794723.26316196,SRR12794723.26316559,	ZNF346	3	104,93,145
chr5:177050751|177064601	chr5	177050751	177064601	2	2_1_1	46	0.08	n/a	/n/a	+	SRR12794723.32132785,SRR12794723.40761169,	ZNF346	3	186,94,90
chr5:177191884|177204292	chr5	177191884	177204292	11	6_4_0	217	0.092	n/a	/n/a	+	SRR12794723.8315077,SRR12794723.19788115,SRR12794723.28441880,SRR12794723.28442028,SRR12794723.37866805,SRR12794723.14325929,SRR12794723.26690848,SRR12794723.26838419,SRR12794723.26839117,SRR12794723.26839951,SRR12794723.31758308,	NSD1	2	136,173
chr5:177209636|177212195	chr5	177209636	177212195	3	2_2_0	245	0.024	n/a	/n/a	+	SRR12794723.552235,SRR12794723.15779073,SRR12794723.49189048,	NSD1	1	2560
chr5:177536358|177539147	chr5	177536358	177539147	5	3_4_0	151	0.062	n/a	/n/a	-	SRR12794723.5800175,SRR12794723.17238624,SRR12794723.21390333,SRR12794723.45409426,SRR12794723.11832822,	FAM193B	3	388,235,243
chr5:179567461|179569425	chr5	179567461	179569425	2	1_1_1	169	0.023	n/a	/n/a	+	SRR12794723.42367890,SRR12794723.41426920,	RUFY1	2	102,124
chr5:179580947|179594963	chr5	179580947	179594963	5	3_2_1	201	0.047	n/a	/n/a	+	SRR12794723.20003016,SRR12794723.20003075,SRR12794723.20003616,SRR12794723.27476125,SRR12794723.40737437,	RUFY1	6	66,70,102,117,168,98
chr5:179580947|179593645	chr5	179580947	179593645	5	2_3_2	208	0.046	n/a	/n/a	+	SRR12794723.8473409,SRR12794723.12710218,SRR12794723.17791496,SRR12794723.36855832,SRR12794723.23611015,	RUFY1	5	66,70,102,117,168
chr5:179585796|179593645	chr5	179585796	179593645	2	1_2_1	210	0.019	n/a	/n/a	+	SRR12794723.19649838,SRR12794723.24270132,	RUFY1	4	70,102,117,168
chr5:179585796|179591741	chr5	179585796	179591741	3	1_3_1	222	0.026	n/a	/n/a	+	SRR12794723.12619055,SRR12794723.33572499,SRR12794723.41313430,	RUFY1	3	70,102,117
chr5:179591625|179593645	chr5	179591625	179593645	2	2_2_0	219	0.018	n/a	/n/a	+	SRR12794723.2882855,SRR12794723.37557948,	RUFY1	2	117,168
chr5:179591625|179594963	chr5	179591625	179594963	2	2_2_0	214	0.018	n/a	/n/a	+	SRR12794723.14331416,SRR12794723.23263472,	RUFY1	3	117,168,98
chr5:179705679|179706331	chr5	179705679	179706331	3	2_2_0	497	0.012	n/a	/n/a	+	SRR12794723.8409326,SRR12794723.45744695,SRR12794723.45746793,	CANX	2	174,74
chr5:179705679|179707190	chr5	179705679	179707190	2	2_1_1	520	0.008	n/a	/n/a	+	SRR12794723.44222763,SRR12794723.48614478,	CANX	3	174,74,59
chr5:179705679|179709059	chr5	179705679	179709059	2	2_1_0	510	0.008	n/a	/n/a	+	SRR12794723.40199798,SRR12794723.10549948,	CANX	5	174,74,59,142,82
chr5:179705679|179710065	chr5	179705679	179710065	8	4_5_0	458	0.034	n/a	/n/a	+	SRR12794723.1571672,SRR12794723.29147739,SRR12794723.29148489,SRR12794723.29740583,SRR12794723.39870872,SRR12794723.39871003,SRR12794723.42812524,SRR12794723.46555546,	CANX	6	174,74,59,142,82,193
chr5:179707132|179710065	chr5	179707132	179710065	4	2_3_2	655	0.012	n/a	/n/a	+	SRR12794723.3081177,SRR12794723.40459848,SRR12794723.42015489,SRR12794723.7572852,	CANX	4	59,142,82,193
chr5:179708239|179709059	chr5	179708239	179709059	5	3_2_1	669	0.015	n/a	/n/a	+	SRR12794723.17635815,SRR12794723.29359081,SRR12794723.29359270,SRR12794723.39787934,SRR12794723.39788909,	CANX	2	142,82
chr5:179708239|179710065	chr5	179708239	179710065	2	2_2_0	638	0.006	n/a	/n/a	+	SRR12794723.3381703,SRR12794723.22983570,	CANX	3	142,82,193
chr5:179709873|179720560	chr5	179709873	179720560	4	4_4_0	707	0.011	n/a	/n/a	+	SRR12794723.3550904,SRR12794723.13010316,SRR12794723.21360695,SRR12794723.28571567,	CANX	4	193,190,114,157
chr5:179709873|179716294	chr5	179709873	179716294	2	2_2_0	740	0.005	n/a	/n/a	+	SRR12794723.21971598,SRR12794723.28726690,	CANX	2	193,190
chr5:179841907|179844227	chr5	179841907	179844227	3	3_3_0	62	0.088	n/a	/n/a	-	SRR12794723.22426761,SRR12794723.34923691,SRR12794723.35943828,	MRNIP	2	158,76
chr5:180238332|180241155	chr5	180238332	180241155	14	5_6_5	57	0.329	n/a	/n/a	-	SRR12794723.5612240,SRR12794723.5613120,SRR12794723.10414673,SRR12794723.10414695,SRR12794723.14217884,SRR12794723.14715426,SRR12794723.14715642,SRR12794723.27321854,SRR12794723.32160777,SRR12794723.41000200,SRR12794723.45515982,SRR12794723.4997460,SRR12794723.10103610,SRR12794723.10103633,	MAPK9	3	72,64,125
chr5:180248973|180280608	chr5	180248973	180280608	4	3_2_0	38	0.174	n/a	/n/a	-	SRR12794723.26654753,SRR12794723.43175147,SRR12794723.17197919,SRR12794723.17198106,	MAPK9	5	166,139,59,130,169
chr5:180261684|180280608	chr5	180261684	180280608	9	6_5_0	34	0.346	n/a	/n/a	-	SRR12794723.14559289,SRR12794723.23516057,SRR12794723.23516772,SRR12794723.33299233,SRR12794723.33300593,SRR12794723.44001637,SRR12794723.12702984,SRR12794723.30687237,SRR12794723.46374360,	MAPK9	4	139,59,130,169
chr5:180261684|180269409	chr5	180261684	180269409	2	2_2_0	54	0.069	n/a	/n/a	-	SRR12794723.19278138,SRR12794723.43693598,	MAPK9	3	139,59,130
chr5:180549931|180553471	chr5	180549931	180553471	11	9_7_1	42	0.344	n/a	/n/a	+	SRR12794723.1317968,SRR12794723.9337978,SRR12794723.11488884,SRR12794723.18646774,SRR12794723.23111778,SRR12794723.26871562,SRR12794723.29351774,SRR12794723.32728635,SRR12794723.35606857,SRR12794723.35607543,SRR12794723.21980770,	CNOT6	2	187,86
chr5:180567088|180568003	chr5	180567088	180568003	3	2_2_0	87	0.065	n/a	/n/a	+	SRR12794723.2330965,SRR12794723.3080351,SRR12794723.7338570,	CNOT6	2	155,155
chr5:181241492|181242345	chr5	181241492	181242345	2	1_2_0	2675	0.001	n/a	/n/a	-	SRR12794723.48979551,SRR12794723.32171098,	RACK1	2	148,172
chr15:23026116|23037152	chr15	23026116	23037152	2	0_2_2	24	0.143	n/a	/n/a	-	SRR12794723.22203382,SRR12794723.44181319,	TUBGCP5	7	90,118,136,80,97,109,54
chr15:24981775|24982437	chr15	24981775	24982437	4	2_3_0	67	0.107	n/a	/n/a	+	SRR12794723.10830430,SRR12794723.24561492,SRR12794723.24561880,SRR12794723.48700904,	SNHG14	1	663
chr15:25019027|25020761	chr15	25019027	25020761	2	0_2_1	24	0.143	n/a	/n/a	+	SRR12794723.21319683,SRR12794723.23066182,	SNHG14	3	122,42,172
chr15:25405461|25411971	chr15	25405461	25411971	45	0_19_34	85	0.514	n/a	/n/a	-	SRR12794723.3213782,SRR12794723.8465352,SRR12794723.8467421,SRR12794723.8649950,SRR12794723.8695595,SRR12794723.12896864,SRR12794723.13441091,SRR12794723.15688705,SRR12794723.15779571,SRR12794723.16019891,SRR12794723.20998015,SRR12794723.20998189,SRR12794723.21739184,SRR12794723.28016898,SRR12794723.28616496,SRR12794723.28868350,SRR12794723.28868772,SRR12794723.30587741,SRR12794723.32415866,SRR12794723.34537677,SRR12794723.37826839,SRR12794723.39339784,SRR12794723.47318960,SRR12794723.47784828,SRR12794723.49167108,SRR12794723.49464184,SRR12794723.17824,SRR12794723.5615220,SRR12794723.6734738,SRR12794723.7969864,SRR12794723.8962091,SRR12794723.8962754,SRR12794723.11900923,SRR12794723.15338983,SRR12794723.18207474,SRR12794723.18433477,SRR12794723.21905244,SRR12794723.33152672,SRR12794723.37721296,SRR12794723.42076881,SRR12794723.44592768,SRR12794723.45304238,SRR12794723.45304297,SRR12794723.46969433,SRR12794723.48030668,	UBE3A	5	42,71,65,120,64
chr15:25405461|25415842	chr15	25405461	25415842	6	1_6_5	66	0.154	n/a	/n/a	-	SRR12794723.19433356,SRR12794723.22351850,SRR12794723.29764578,SRR12794723.33008310,SRR12794723.36378090,SRR12794723.42774337,	UBE3A	5	42,196,120,64,133
chr15:28190965|28196569	chr15	28190965	28196569	2	0_2_2	23	0.148	n/a	/n/a	-	SRR12794723.34516667,SRR12794723.40927777,	HERC2	5	92,106,191,140,109
chr15:28245881|28248736	chr15	28245881	28248736	5	2_2_0	37	0.213	n/a	/n/a	-	SRR12794723.11342142,SRR12794723.11342185,SRR12794723.11342194,SRR12794723.11342272,SRR12794723.11343265,	HERC2	3	186,156,185
chr15:30644639|30646295	chr15	30644639	30646295	3	2_2_0	10	0.375	n/a	/n/a	+	SRR12794723.4479028,SRR12794723.22029866,SRR12794723.22030400,	ARHGAP11B	2	64,182
chr15:30974314|30976955	chr15	30974314	30976955	10	9_9_0	221	0.083	n/a	/n/a	-	SRR12794723.7955937,SRR12794723.10445360,SRR12794723.12623301,SRR12794723.17732321,SRR12794723.18522554,SRR12794723.22457954,SRR12794723.27839106,SRR12794723.44162209,SRR12794723.45265232,SRR12794723.45266360,	MTMR10	3	143,73,137
chr15:34243974|34245867	chr15	34243974	34245867	2	2_2_0	442	0.009	n/a	/n/a	-	SRR12794723.42095068,SRR12794723.46029942,	SLC12A6	3	99,119,175
chr15:34250298|34251057	chr15	34250298	34251057	3	1_3_2	372	0.016	n/a	/n/a	-	SRR12794723.11048695,SRR12794723.16265369,SRR12794723.39569497,	SLC12A6	3	58,99,159
chr15:34860042|34867609	chr15	34860042	34867609	4	2_1_1	83	0.088	n/a	/n/a	-	SRR12794723.26166044,SRR12794723.31141739,SRR12794723.41588020,SRR12794723.41588159,	AQR	3	114,175,86
chr15:34890215|34897705	chr15	34890215	34897705	3	2_2_0	104	0.055	n/a	/n/a	-	SRR12794723.16789676,SRR12794723.22538998,SRR12794723.36128488,	AQR	4	110,111,70,147
chr15:34896897|34897705	chr15	34896897	34897705	3	1_2_1	107	0.053	n/a	/n/a	-	SRR12794723.33624003,SRR12794723.34597304,SRR12794723.35108123,	AQR	2	70,147
chr15:38502312|38508001	chr15	38502312	38508001	2	1_2_0	182	0.022	n/a	/n/a	-	SRR12794723.42178222,SRR12794723.40494279,	RASGRP1	3	110,81,276
chr15:38502312|38505920	chr15	38502312	38505920	3	2_1_1	187	0.031	n/a	/n/a	-	SRR12794723.23586498,SRR12794723.46927107,SRR12794723.47159293,	RASGRP1	2	110,81
chr15:40640912|40647074	chr15	40640912	40647074	2	2_1_1	7	0.364	n/a	/n/a	+	SRR12794723.17728431,SRR12794723.24170503,	KNL1	4	116,91,117,88
chr15:40744047|40745259	chr15	40744047	40745259	7	4_5_3	47	0.23	n/a	/n/a	-	SRR12794723.9985965,SRR12794723.19119608,SRR12794723.21302740,SRR12794723.28258884,SRR12794723.37952433,SRR12794723.37952626,SRR12794723.48780289,	RMDN3	2	103,283
chr15:41069570|41070547	chr15	41069570	41070547	4	4_2_2	64	0.111	n/a	/n/a	-	SRR12794723.15101617,SRR12794723.33834883,SRR12794723.39468728,SRR12794723.40921741,	INO80	2	96,81
chr15:41081020|41087682	chr15	41081020	41087682	3	0_1_2	87	0.065	n/a	/n/a	-	SRR12794723.28502707,SRR12794723.28502715,SRR12794723.46664026,	INO80	3	54,215,121
chr15:41085369|41087682	chr15	41085369	41087682	2	2_2_0	79	0.048	n/a	/n/a	-	SRR12794723.27983454,SRR12794723.43022543,	INO80	2	215,121
chr15:41313273|41319780	chr15	41313273	41319780	3	1_2_1	5	0.545	n/a	/n/a	-	SRR12794723.7007831,SRR12794723.40643585,SRR12794723.40643586,	OIP5	2	82,123
chr15:41356039|41377304	chr15	41356039	41377304	9	3_2_5	12	0.6	n/a	/n/a	+	SRR12794723.33600421,SRR12794723.35481742,SRR12794723.37892161,SRR12794723.38761735,SRR12794723.43233225,SRR12794723.19046262,SRR12794723.19082104,SRR12794723.19084685,SRR12794723.30658815,	NUSAP1	6	102,110,185,158,117,109
chr15:41375712|41377304	chr15	41375712	41377304	6	5_3_2	15	0.444	n/a	/n/a	+	SRR12794723.9186656,SRR12794723.23566132,SRR12794723.26913805,SRR12794723.30222143,SRR12794723.30222169,SRR12794723.33851594,	NUSAP1	2	117,109
chr15:41475525|41477515	chr15	41475525	41477515	4	1_1_2	102	0.073	n/a	/n/a	+	SRR12794723.2045384,SRR12794723.22952378,SRR12794723.22953010,SRR12794723.33814213,	RTF1	5	88,108,78,122,58
chr15:41668828|41669958	chr15	41668828	41669958	48	30_30_1	92	0.511	n/a	/n/a	+	SRR12794723.2379528,SRR12794723.5679528,SRR12794723.6607687,SRR12794723.7186202,SRR12794723.9052592,SRR12794723.10208060,SRR12794723.10208212,SRR12794723.11130830,SRR12794723.11802481,SRR12794723.13370299,SRR12794723.14098569,SRR12794723.14592829,SRR12794723.14686949,SRR12794723.14707840,SRR12794723.14832602,SRR12794723.15028647,SRR12794723.15625187,SRR12794723.15625385,SRR12794723.17122771,SRR12794723.19079838,SRR12794723.19318477,SRR12794723.20097700,SRR12794723.20100112,SRR12794723.21527558,SRR12794723.26569030,SRR12794723.31886107,SRR12794723.32317769,SRR12794723.32378335,SRR12794723.33533327,SRR12794723.34862874,SRR12794723.36460924,SRR12794723.37118031,SRR12794723.39173261,SRR12794723.41684113,SRR12794723.41684412,SRR12794723.42856552,SRR12794723.43000337,SRR12794723.43000482,SRR12794723.44343551,SRR12794723.44924846,SRR12794723.45649740,SRR12794723.46316564,SRR12794723.40185,SRR12794723.4491212,SRR12794723.32377867,SRR12794723.40409848,SRR12794723.45322450,SRR12794723.46102071,	MGA	1	1131
chr15:41696075|41699159	chr15	41696075	41699159	6	5_3_3	112	0.097	n/a	/n/a	+	SRR12794723.6572649,SRR12794723.16821117,SRR12794723.19685155,SRR12794723.33918092,SRR12794723.34394734,SRR12794723.37704602,	MGA	3	949,79,96
chr15:42260958|42268032	chr15	42260958	42268032	23	4_13_18	153	0.231	n/a	/n/a	-	SRR12794723.3219657,SRR12794723.7904635,SRR12794723.8548439,SRR12794723.11441075,SRR12794723.20915489,SRR12794723.26956591,SRR12794723.29231385,SRR12794723.29231766,SRR12794723.29577342,SRR12794723.31293239,SRR12794723.32123728,SRR12794723.32213317,SRR12794723.36237413,SRR12794723.36238449,SRR12794723.38540745,SRR12794723.42309325,SRR12794723.44737037,SRR12794723.44737148,SRR12794723.46774278,SRR12794723.48485024,SRR12794723.15977447,SRR12794723.30603762,SRR12794723.44262316,	TMEM87A	4	45,54,114,86
chr15:42511833|42515354	chr15	42511833	42515354	3	1_1_2	562	0.011	n/a	/n/a	+	SRR12794723.10581870,SRR12794723.16047961,SRR12794723.18718599,	SNAP23	4	71,42,49,118
chr15:42515237|42528420	chr15	42515237	42528420	4	2_1_1	574	0.014	n/a	/n/a	+	SRR12794723.1685918,SRR12794723.1686354,SRR12794723.39180347,SRR12794723.42852948,	SNAP23	2	118,159
chr15:42558198|42563857	chr15	42558198	42563857	2	0_1_2	17	0.19	n/a	/n/a	+	SRR12794723.43908507,SRR12794723.42858083,	HAUS2	3	93,70,109
chr15:42559339|42563857	chr15	42559339	42563857	4	0_2_2	25	0.242	n/a	/n/a	+	SRR12794723.10019730,SRR12794723.41415989,SRR12794723.41416116,SRR12794723.41418951,	HAUS2	3	70,133,109
chr15:42810614|42840433	chr15	42810614	42840433	2	2_0_2	47	0.078	n/a	/n/a	-	SRR12794723.10494075,SRR12794723.30561637,	TTBK2	6	126,93,66,105,141,74
chr15:42817032|42840433	chr15	42817032	42840433	3	1_1_3	44	0.12	n/a	/n/a	-	SRR12794723.32916643,SRR12794723.46556733,SRR12794723.28274509,	TTBK2	4	66,105,141,74
chr15:42827928|42840433	chr15	42827928	42840433	8	5_2_4	42	0.276	n/a	/n/a	-	SRR12794723.14775310,SRR12794723.32697121,SRR12794723.33908984,SRR12794723.42896287,SRR12794723.44439513,SRR12794723.29072694,SRR12794723.30070470,SRR12794723.30070673,	TTBK2	3	105,141,74
chr15:42829938|42840433	chr15	42829938	42840433	6	1_0_2	48	0.2	n/a	/n/a	-	SRR12794723.20632571,SRR12794723.33325027,SRR12794723.33325580,SRR12794723.46988086,SRR12794723.47513822,SRR12794723.47514322,	TTBK2	2	141,74
chr15:42872611|42878684	chr15	42872611	42878684	4	2_3_1	46	0.148	n/a	/n/a	-	SRR12794723.7747330,SRR12794723.7747368,SRR12794723.8550977,SRR12794723.12614793,	TTBK2	2	148,136
chr15:42950262|42966286	chr15	42950262	42966286	3	2_3_1	69	0.08	n/a	/n/a	-	SRR12794723.8545209,SRR12794723.28826050,SRR12794723.30511093,	UBR1	6	102,171,78,57,109,134
chr15:43334945|43335826	chr15	43334945	43335826	7	5_5_1	5	0.737	n/a	/n/a	+	SRR12794723.203029,SRR12794723.6088210,SRR12794723.27241886,SRR12794723.27727156,SRR12794723.32252502,SRR12794723.33440138,SRR12794723.44338619,	ADAL	2	226,131
chr15:43377847|43383504	chr15	43377847	43383504	2	1_2_1	22	0.154	n/a	/n/a	+	SRR12794723.4071192,SRR12794723.25735265,	TUBGCP4	3	57,80,202
chr15:43400044|43401850	chr15	43400044	43401850	2	1_2_0	31	0.114	n/a	/n/a	+	SRR12794723.11884738,SRR12794723.38294946,	TUBGCP4	2	178,135
chr15:43753824|43756766	chr15	43753824	43756766	2	1_1_1	15	0.211	n/a	/n/a	+	SRR12794723.25593624,SRR12794723.31169572,	PDIA3	2	79,118
chr15:43761424|43763206	chr15	43761424	43763206	7	3_4_0	14	0.5	n/a	/n/a	+	SRR12794723.3164411,SRR12794723.4674575,SRR12794723.11527306,SRR12794723.14347366,SRR12794723.21733020,SRR12794723.21733278,SRR12794723.49305346,	PDIA3	2	108,130
chr15:44328685|44338317	chr15	44328685	44338317	6	4_3_3	28	0.3	n/a	/n/a	+	SRR12794723.9457546,SRR12794723.11711888,SRR12794723.12704621,SRR12794723.17707445,SRR12794723.24469039,SRR12794723.24469498,	GOLM2	4	103,91,145,81
chr15:44331988|44338317	chr15	44331988	44338317	31	10_18_16	40	0.608	n/a	/n/a	+	SRR12794723.4777428,SRR12794723.5590457,SRR12794723.7960386,SRR12794723.16922835,SRR12794723.16923155,SRR12794723.18011347,SRR12794723.18761684,SRR12794723.19761221,SRR12794723.22095158,SRR12794723.23767711,SRR12794723.25557375,SRR12794723.25848208,SRR12794723.30454614,SRR12794723.30663469,SRR12794723.37673413,SRR12794723.40497567,SRR12794723.43181859,SRR12794723.46169223,SRR12794723.49355612,SRR12794723.3278619,SRR12794723.4535103,SRR12794723.4687795,SRR12794723.5644727,SRR12794723.18616522,SRR12794723.19816809,SRR12794723.27661481,SRR12794723.27827940,SRR12794723.32221436,SRR12794723.35505429,SRR12794723.36067551,SRR12794723.43239883,	GOLM2	3	91,145,81
chr15:44331988|44380976	chr15	44331988	44380976	3	2_2_1	159	0.036	n/a	/n/a	+	SRR12794723.16408516,SRR12794723.24080963,SRR12794723.13740004,	GOLM2	5	91,145,81,99,171
chr15:44484224|44486700	chr15	44484224	44486700	5	5_5_0	104	0.088	n/a	/n/a	+	SRR12794723.19949427,SRR12794723.21420619,SRR12794723.26854120,SRR12794723.29243973,SRR12794723.35189714,	CTDSPL2	2	139,150
chr15:44550876|44551522	chr15	44550876	44551522	4	3_3_2	24	0.25	n/a	/n/a	+	SRR12794723.27875725,SRR12794723.27876297,SRR12794723.29521868,SRR12794723.48492907,	EIF3J	2	55,92
chr15:44569398|44570658	chr15	44569398	44570658	5	2_4_2	187	0.051	n/a	/n/a	-	SRR12794723.153206,SRR12794723.5569745,SRR12794723.16769008,SRR12794723.16769104,SRR12794723.45476129,	SPG11	2	108,134
chr15:44606025|44608605	chr15	44606025	44608605	3	3_3_0	188	0.031	n/a	/n/a	-	SRR12794723.6875682,SRR12794723.32116484,SRR12794723.33249751,	SPG11	2	67,162
chr15:44615363|44620403	chr15	44615363	44620403	7	6_4_1	307	0.044	n/a	/n/a	-	SRR12794723.16146247,SRR12794723.20943148,SRR12794723.22021131,SRR12794723.22021743,SRR12794723.33075981,SRR12794723.38341405,SRR12794723.34222225,	SPG11	2	204,214
chr15:44615363|44629388	chr15	44615363	44629388	2	2_2_0	333	0.012	n/a	/n/a	-	SRR12794723.6211039,SRR12794723.30828092,	SPG11	8	204,214,176,128,72,177,176,156
chr15:44626331|44629388	chr15	44626331	44629388	6	5_4_0	290	0.04	n/a	/n/a	-	SRR12794723.5763098,SRR12794723.8698647,SRR12794723.28490362,SRR12794723.28872692,SRR12794723.45509401,SRR12794723.47708113,	SPG11	3	177,176,156
chr15:44633505|44649011	chr15	44633505	44649011	2	2_2_0	331	0.012	n/a	/n/a	-	SRR12794723.16760677,SRR12794723.17997323,	SPG11	2	133,146
chr15:44648866|44652266	chr15	44648866	44652266	3	3_3_0	326	0.018	n/a	/n/a	-	SRR12794723.11473323,SRR12794723.30888727,SRR12794723.30889967,	SPG11	3	146,449,138
chr15:49027365|49037769	chr15	49027365	49037769	6	2_3_0	142	0.078	n/a	/n/a	-	SRR12794723.16789601,SRR12794723.16789949,SRR12794723.35572360,SRR12794723.47425648,SRR12794723.47426014,SRR12794723.47426223,	SECISBP2L	6	116,25,230,136,325,179
chr15:49137150|49139653	chr15	49137150	49139653	2	1_2_1	79	0.048	n/a	/n/a	-	SRR12794723.3768263,SRR12794723.32736680,	COPS2	3	78,111,126
chr15:49225205|49292537	chr15	49225205	49292537	2	1_2_0	45	0.082	n/a	/n/a	+	SRR12794723.7612833,SRR12794723.4446338,	GALK2	6	145,91,147,99,153,211
chr15:49235851|49239367	chr15	49235851	49239367	12	9_9_1	74	0.245	n/a	/n/a	+	SRR12794723.6867760,SRR12794723.12091314,SRR12794723.12141426,SRR12794723.16009873,SRR12794723.19750003,SRR12794723.21702493,SRR12794723.21702813,SRR12794723.37357001,SRR12794723.46563420,SRR12794723.47220633,SRR12794723.47221321,SRR12794723.8784987,	GALK2	2	91,147
chr15:49235851|49283718	chr15	49235851	49283718	4	3_3_1	86	0.085	n/a	/n/a	+	SRR12794723.13422478,SRR12794723.42168261,SRR12794723.46813319,SRR12794723.13036785,	GALK2	4	91,147,99,153
chr15:49235851|49292537	chr15	49235851	49292537	3	1_1_1	63	0.087	n/a	/n/a	+	SRR12794723.24425359,SRR12794723.4568896,SRR12794723.4569150,	GALK2	5	91,147,99,153,211
chr15:49876278|49879459	chr15	49876278	49879459	3	3_3_0	40	0.13	n/a	/n/a	-	SRR12794723.23800549,SRR12794723.28748061,SRR12794723.46435985,	ATP8B4	2	246,84
chr15:49916934|49962020	chr15	49916934	49962020	3	2_0_2	49	0.109	n/a	/n/a	-	SRR12794723.18363484,SRR12794723.33102266,SRR12794723.33103612,	ATP8B4	7	106,112,165,116,189,166,44
chr15:49916934|49934182	chr15	49916934	49934182	3	1_3_1	43	0.122	n/a	/n/a	-	SRR12794723.2915684,SRR12794723.10957529,SRR12794723.32666963,	ATP8B4	6	106,112,165,116,189,166
chr15:49996677|50018976	chr15	49996677	50018976	2	2_1_1	46	0.08	n/a	/n/a	-	SRR12794723.21697935,SRR12794723.48551236,	ATP8B4	4	83,71,73,88
chr15:49996677|50010917	chr15	49996677	50010917	3	0_2_2	87	0.065	n/a	/n/a	-	SRR12794723.7948187,SRR12794723.13796518,SRR12794723.15994056,	ATP8B4	3	83,71,73
chr15:50002153|50018976	chr15	50002153	50018976	7	2_6_6	35	0.286	n/a	/n/a	-	SRR12794723.695109,SRR12794723.7882867,SRR12794723.17482073,SRR12794723.26818098,SRR12794723.30064164,SRR12794723.36816407,SRR12794723.38172423,	ATP8B4	3	71,73,88
chr15:50002153|50047464	chr15	50002153	50047464	4	0_4_4	81	0.09	n/a	/n/a	-	SRR12794723.15654562,SRR12794723.27659650,SRR12794723.44316747,SRR12794723.48597850,	ATP8B4	6	71,73,88,62,99,114
chr15:50010845|50047464	chr15	50010845	50047464	12	2_5_8	97	0.198	n/a	/n/a	-	SRR12794723.6906276,SRR12794723.21887947,SRR12794723.37356680,SRR12794723.37356754,SRR12794723.38427392,SRR12794723.38427451,SRR12794723.46661154,SRR12794723.47679230,SRR12794723.2541901,SRR12794723.3138109,SRR12794723.26196760,SRR12794723.39499836,	ATP8B4	5	73,88,62,99,114
chr15:50010845|50074185	chr15	50010845	50074185	3	0_1_3	91	0.062	n/a	/n/a	-	SRR12794723.37014180,SRR12794723.26262780,SRR12794723.36713982,	ATP8B4	6	73,88,62,99,114,59
chr15:50038768|50107008	chr15	50038768	50107008	11	2_4_8	88	0.2	n/a	/n/a	-	SRR12794723.24454624,SRR12794723.24772587,SRR12794723.35142068,SRR12794723.39952230,SRR12794723.39952336,SRR12794723.39952352,SRR12794723.40851720,SRR12794723.33529112,SRR12794723.41614224,SRR12794723.43257675,SRR12794723.47189205,	ATP8B4	5	62,99,114,59,70
chr15:50038768|50047464	chr15	50038768	50047464	33	5_21_24	92	0.418	n/a	/n/a	-	SRR12794723.448190,SRR12794723.4136279,SRR12794723.5474294,SRR12794723.7958965,SRR12794723.9276485,SRR12794723.10261711,SRR12794723.11404058,SRR12794723.11777621,SRR12794723.11778109,SRR12794723.12558454,SRR12794723.15959388,SRR12794723.16482349,SRR12794723.19488998,SRR12794723.25431010,SRR12794723.25934249,SRR12794723.35894782,SRR12794723.37885673,SRR12794723.38022050,SRR12794723.40939039,SRR12794723.41187589,SRR12794723.41967736,SRR12794723.42192876,SRR12794723.43633120,SRR12794723.44212850,SRR12794723.47035831,SRR12794723.47159091,SRR12794723.3237825,SRR12794723.17244218,SRR12794723.24723763,SRR12794723.33440383,SRR12794723.35854108,SRR12794723.35854777,SRR12794723.41047404,	ATP8B4	3	62,99,114
chr15:50038768|50074185	chr15	50038768	50074185	9	4_3_8	88	0.17	n/a	/n/a	-	SRR12794723.1886274,SRR12794723.6983756,SRR12794723.10145179,SRR12794723.10527117,SRR12794723.20218418,SRR12794723.33330662,SRR12794723.49543030,SRR12794723.49543457,SRR12794723.23054338,	ATP8B4	4	62,99,114,59
chr15:50044594|50074185	chr15	50044594	50074185	3	1_1_2	126	0.045	n/a	/n/a	-	SRR12794723.24022075,SRR12794723.24022113,SRR12794723.30215846,	ATP8B4	3	99,114,59
chr15:50300789|50301368	chr15	50300789	50301368	9	4_4_2	88	0.17	n/a	/n/a	-	SRR12794723.2007177,SRR12794723.23518380,SRR12794723.24427565,SRR12794723.27179256,SRR12794723.29284609,SRR12794723.29285734,SRR12794723.29198929,SRR12794723.32574565,SRR12794723.42862799,	GABPB1	2	114,148
chr15:50300789|50304133	chr15	50300789	50304133	2	2_2_0	67	0.056	n/a	/n/a	-	SRR12794723.22918927,SRR12794723.31769726,	GABPB1	4	114,148,195,168
chr15:50300789|50309798	chr15	50300789	50309798	3	1_0_2	50	0.107	n/a	/n/a	-	SRR12794723.25172451,SRR12794723.3356425,SRR12794723.42185365,	GABPB1	5	114,148,195,168,108
