circRNA_ID	chr	circRNA_start	circRNA_end	X.junction_reads	SM_MS_SMS	X.non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID	gene_name	exon_count	exon_sizes
chr7:24620052|24650712	chr7	24620052	24650712	3	2_3_0	45	0.118	n/a	/n/a	+	SRR12794698.35013475,SRR12794698.35224259,SRR12794698.26547819,	MPP6	5	169,119,153,153,228
chr7:24620052|24668660	chr7	24620052	24668660	7	6_6_0	18	0.438	n/a	/n/a	+	SRR12794698.1965747,SRR12794698.14711664,SRR12794698.24791043,SRR12794698.24791195,SRR12794698.30954169,SRR12794698.37588009,SRR12794698.43853742,	MPP6	9	169,119,153,153,228,132,100,69,162
chr7:24623666|24641868	chr7	24623666	24641868	3	2_2_0	45	0.118	n/a	/n/a	+	SRR12794698.10926635,SRR12794698.19731270,SRR12794698.29158266,	MPP6	2	119,153
chr7:24623666|24650712	chr7	24623666	24650712	15	11_11_2	53	0.361	n/a	/n/a	+	SRR12794698.12711896,SRR12794698.12712117,SRR12794698.20817473,SRR12794698.25814913,SRR12794698.28987138,SRR12794698.29856295,SRR12794698.36177190,SRR12794698.40847790,SRR12794698.41254514,SRR12794698.41254545,SRR12794698.46530850,SRR12794698.47900152,SRR12794698.48623188,SRR12794698.86709,SRR12794698.5807449,	MPP6	4	119,153,153,228
chr7:24623666|24668660	chr7	24623666	24668660	20	8_12_2	26	0.606	n/a	/n/a	+	SRR12794698.5696814,SRR12794698.8461268,SRR12794698.8461997,SRR12794698.8462067,SRR12794698.19523345,SRR12794698.27377896,SRR12794698.29264426,SRR12794698.35486940,SRR12794698.40902747,SRR12794698.40993558,SRR12794698.40993621,SRR12794698.42491759,SRR12794698.46555785,SRR12794698.47310904,SRR12794698.48842028,SRR12794698.20342195,SRR12794698.29350443,SRR12794698.36135232,SRR12794698.45621803,SRR12794698.45623092,	MPP6	8	119,153,153,228,132,100,69,162
chr7:24623666|24680520	chr7	24623666	24680520	2	2_2_0	19	0.174	n/a	/n/a	+	SRR12794698.26783142,SRR12794698.37963236,	MPP6	10	119,153,153,228,132,100,69,162,203,129
chr7:24815059|24834736	chr7	24815059	24834736	2	2_1_0	45	0.082	n/a	/n/a	-	SRR12794698.18989696,SRR12794698.5336196,	OSBPL3	5	145,79,64,138,251
chr7:26670091|26690362	chr7	26670091	26690362	2	1_2_1	515	0.008	n/a	/n/a	-	SRR12794698.2093500,SRR12794698.44203592,	SKAP2	3	102,113,78
chr7:26684736|26690362	chr7	26684736	26690362	6	3_3_2	537	0.022	n/a	/n/a	-	SRR12794698.31493915,SRR12794698.35309238,SRR12794698.44085816,SRR12794698.19992619,SRR12794698.19992967,SRR12794698.34570178,	SKAP2	2	113,78
chr7:26684736|26727006	chr7	26684736	26727006	8	6_6_1	493	0.031	n/a	/n/a	-	SRR12794698.5378950,SRR12794698.7666497,SRR12794698.9886042,SRR12794698.13996178,SRR12794698.21606747,SRR12794698.22529775,SRR12794698.26172854,SRR12794698.29767620,	SKAP2	5	113,78,138,64,125
chr7:26844030|26854890	chr7	26844030	26854890	4	3_3_0	459	0.017	n/a	/n/a	-	SRR12794698.904581,SRR12794698.906907,SRR12794698.7349508,SRR12794698.36793203,	SKAP2	3	108,26,106
chr7:27629371|27632445	chr7	27629371	27632445	12	10_8_1	63	0.276	n/a	/n/a	-	SRR12794698.3561124,SRR12794698.17396339,SRR12794698.18001562,SRR12794698.28046759,SRR12794698.28728234,SRR12794698.30694696,SRR12794698.38801713,SRR12794698.39454803,SRR12794698.41385257,SRR12794698.5394757,SRR12794698.17510578,SRR12794698.23257135,	HIBADH	2	122,110
chr7:27629371|27649633	chr7	27629371	27649633	20	10_13_3	39	0.506	n/a	/n/a	-	SRR12794698.17130848,SRR12794698.18301698,SRR12794698.20199071,SRR12794698.20739155,SRR12794698.21228261,SRR12794698.33040842,SRR12794698.36250382,SRR12794698.40468060,SRR12794698.45233361,SRR12794698.45982479,SRR12794698.47727800,SRR12794698.48371282,SRR12794698.3100221,SRR12794698.9010818,SRR12794698.13130820,SRR12794698.32203024,SRR12794698.32203076,SRR12794698.46820464,SRR12794698.47668772,SRR12794698.47669363,	HIBADH	3	122,110,161
chr7:27785163|27785489	chr7	27785163	27785489	10	9_3_5	467	0.041	n/a	/n/a	+	SRR12794698.4720651,SRR12794698.7034315,SRR12794698.21639050,SRR12794698.27732995,SRR12794698.29633424,SRR12794698.38906509,SRR12794698.38906623,SRR12794698.43818452,SRR12794698.47099477,SRR12794698.4847775,	TAX1BP1	2	149,91
chr7:27785163|27800090	chr7	27785163	27800090	6	3_3_0	523	0.022	n/a	/n/a	+	SRR12794698.7813631,SRR12794698.17916588,SRR12794698.17916609,SRR12794698.17917001,SRR12794698.18924705,SRR12794698.25586093,	TAX1BP1	8	149,91,186,225,147,124,104,126
chr7:30621393|30622462	chr7	30621393	30622462	2	2_2_0	131	0.03	n/a	/n/a	+	SRR12794698.2195278,SRR12794698.38965914,	GARS1	2	108,146
chr7:32544694|32554596	chr7	32544694	32554596	4	2_0_2	156	0.049	n/a	/n/a	+	SRR12794698.6714510,SRR12794698.6714636,SRR12794698.6714659,SRR12794698.22116027,	AVL9	6	86,72,90,67,41,39
chr7:32620404|32623439	chr7	32620404	32623439	5	4_0_5	37	0.213	n/a	/n/a	-	SRR12794698.6402969,SRR12794698.25411476,SRR12794698.34137859,SRR12794698.46546255,SRR12794698.8164422,	DPY19L1P1	3	81,60,79
chr7:32620404|32639365	chr7	32620404	32639365	21	9_3_9	18	0.7	n/a	/n/a	-	SRR12794698.4768876,SRR12794698.4905335,SRR12794698.4906197,SRR12794698.20020477,SRR12794698.27962791,SRR12794698.28625999,SRR12794698.28640106,SRR12794698.33027624,SRR12794698.33900336,SRR12794698.35165478,SRR12794698.35665354,SRR12794698.6069268,SRR12794698.6069292,SRR12794698.16656619,SRR12794698.16811977,SRR12794698.16814107,SRR12794698.20021523,SRR12794698.22843430,SRR12794698.27962527,SRR12794698.36414113,SRR12794698.42725591,	DPY19L1P1	6	81,60,79,78,100,92
chr7:32620404|32656044	chr7	32620404	32656044	3	2_0_3	15	0.286	n/a	/n/a	-	SRR12794698.7277096,SRR12794698.42366330,SRR12794698.30487599,	DPY19L1P1	7	81,60,79,78,100,92,58
chr7:32632543|32679130	chr7	32632543	32679130	10	5_8_3	39	0.339	n/a	/n/a	-	SRR12794698.3224952,SRR12794698.7365182,SRR12794698.7366876,SRR12794698.16549736,SRR12794698.30760081,SRR12794698.37521554,SRR12794698.37560562,SRR12794698.37561107,SRR12794698.43052825,SRR12794698.49165652,	DPY19L1P1	7	78,100,92,58,94,121,138
chr7:32632543|32639365	chr7	32632543	32639365	83	32_40_40	51	0.765	n/a	/n/a	-	SRR12794698.153233,SRR12794698.740403,SRR12794698.1293805,SRR12794698.1821869,SRR12794698.2755279,SRR12794698.3100039,SRR12794698.3112589,SRR12794698.3323811,SRR12794698.3892438,SRR12794698.4684518,SRR12794698.5537692,SRR12794698.6190914,SRR12794698.6198542,SRR12794698.9537775,SRR12794698.10040167,SRR12794698.11089302,SRR12794698.11648375,SRR12794698.12460411,SRR12794698.12460771,SRR12794698.12902781,SRR12794698.13467091,SRR12794698.13467593,SRR12794698.13650339,SRR12794698.14217936,SRR12794698.14618860,SRR12794698.15043744,SRR12794698.15976114,SRR12794698.16623489,SRR12794698.16690576,SRR12794698.16691170,SRR12794698.16691324,SRR12794698.17978981,SRR12794698.18962842,SRR12794698.18964911,SRR12794698.20388813,SRR12794698.20876831,SRR12794698.22014632,SRR12794698.22620398,SRR12794698.22674094,SRR12794698.22829177,SRR12794698.23196614,SRR12794698.23778397,SRR12794698.23828249,SRR12794698.24637579,SRR12794698.25290049,SRR12794698.25391647,SRR12794698.26343799,SRR12794698.26348553,SRR12794698.27727368,SRR12794698.29543779,SRR12794698.29997327,SRR12794698.31959582,SRR12794698.32106579,SRR12794698.32154298,SRR12794698.32289201,SRR12794698.34317991,SRR12794698.35513559,SRR12794698.35513601,SRR12794698.35687695,SRR12794698.36302660,SRR12794698.36620250,SRR12794698.38950924,SRR12794698.38951738,SRR12794698.40057081,SRR12794698.40509794,SRR12794698.41758708,SRR12794698.42372617,SRR12794698.42876019,SRR12794698.44380142,SRR12794698.46233539,SRR12794698.46266860,SRR12794698.46272835,SRR12794698.46273798,SRR12794698.46628580,SRR12794698.47938764,SRR12794698.3683635,SRR12794698.9430910,SRR12794698.29055585,SRR12794698.31839932,SRR12794698.34231305,SRR12794698.45053508,SRR12794698.46477294,SRR12794698.47938559,	DPY19L1P1	3	78,100,92
chr7:32632543|32656044	chr7	32632543	32656044	4	2_1_4	48	0.143	n/a	/n/a	-	SRR12794698.1444604,SRR12794698.21102605,SRR12794698.44976467,SRR12794698.23701606,	DPY19L1P1	4	78,100,92,58
chr7:33017439|33035988	chr7	33017439	33035988	3	3_2_1	91	0.062	n/a	/n/a	-	SRR12794698.14112020,SRR12794698.21901079,SRR12794698.35498767,	NT5C3A	8	163,90,86,47,70,99,86,55
chr7:33146242|33155702	chr7	33146242	33155702	2	1_1_1	46	0.08	n/a	/n/a	+	SRR12794698.12407614,SRR12794698.44249219,	BBS9	3	123,151,65
chr7:33146242|33177591	chr7	33146242	33177591	3	2_2_1	39	0.133	n/a	/n/a	+	SRR12794698.13558397,SRR12794698.33833494,SRR12794698.9967045,	BBS9	4	123,151,65,114
chr7:33344581|33388144	chr7	33344581	33388144	2	0_2_2	51	0.073	n/a	/n/a	+	SRR12794698.33338817,SRR12794698.33339220,	BBS9	8	54,103,105,15,141,96,173,153
chr7:33349068|33388144	chr7	33349068	33388144	2	1_2_1	40	0.091	n/a	/n/a	+	SRR12794698.1668254,SRR12794698.30095901,	BBS9	7	103,105,15,141,96,173,153
chr7:33351027|33388144	chr7	33351027	33388144	3	2_2_0	21	0.222	n/a	/n/a	+	SRR12794698.32043284,SRR12794698.32043350,SRR12794698.45303714,	BBS9	6	297,15,141,96,173,153
chr7:33351219|33388144	chr7	33351219	33388144	5	2_4_1	33	0.233	n/a	/n/a	+	SRR12794698.12935212,SRR12794698.19269910,SRR12794698.30633400,SRR12794698.13592243,SRR12794698.13592300,	BBS9	6	105,15,141,96,173,153
chr7:33357855|33388144	chr7	33357855	33388144	5	4_4_0	57	0.149	n/a	/n/a	+	SRR12794698.1046587,SRR12794698.20274685,SRR12794698.21534475,SRR12794698.26758827,SRR12794698.45229630,	BBS9	4	141,96,173,153
chr7:33367767|33388144	chr7	33367767	33388144	2	2_2_0	57	0.066	n/a	/n/a	+	SRR12794698.29708777,SRR12794698.31488971,	BBS9	3	96,173,153
chr7:35010468|35018596	chr7	35010468	35018596	5	3_0_3	17	0.37	n/a	/n/a	-	SRR12794698.25579708,SRR12794698.30901512,SRR12794698.40359367,SRR12794698.43373974,SRR12794698.40358685,	DPY19L1	5	94,121,138,88,25
chr7:35667434|35670328	chr7	35667434	35670328	2	2_2_0	253	0.016	n/a	/n/a	-	SRR12794698.18011466,SRR12794698.30781003,	HERPUD2	2	155,114
chr7:35667434|35673278	chr7	35667434	35673278	24	13_6_6	236	0.169	n/a	/n/a	-	SRR12794698.4948320,SRR12794698.4948897,SRR12794698.5098234,SRR12794698.11772467,SRR12794698.13468093,SRR12794698.14463550,SRR12794698.18529462,SRR12794698.22717392,SRR12794698.22717606,SRR12794698.27722269,SRR12794698.27723429,SRR12794698.36102616,SRR12794698.36102884,SRR12794698.36510458,SRR12794698.39032227,SRR12794698.39033030,SRR12794698.40170000,SRR12794698.48466802,SRR12794698.6162199,SRR12794698.32472142,SRR12794698.34585710,SRR12794698.37547069,SRR12794698.46036744,SRR12794698.46036771,	HERPUD2	3	155,114,78
chr7:35781209|35794022	chr7	35781209	35794022	6	4_3_0	14	0.462	n/a	/n/a	-	SRR12794698.9224576,SRR12794698.15305558,SRR12794698.17886700,SRR12794698.30913683,SRR12794698.13910926,SRR12794698.13910948,	SEPTIN7-DT	2	137,117
chr7:35879823|35885879	chr7	35879823	35885879	7	3_2_2	77	0.154	n/a	/n/a	+	SRR12794698.21178940,SRR12794698.23380305,SRR12794698.24762960,SRR12794698.38318662,SRR12794698.44234860,SRR12794698.1295210,SRR12794698.1296618,	SEPTIN7	4	118,93,97,52
chr7:35885828|35898383	chr7	35885828	35898383	2	1_2_0	88	0.043	n/a	/n/a	+	SRR12794698.21273916,SRR12794698.37128280,	SEPTIN7	3	52,126,136
chr7:35890668|35898383	chr7	35890668	35898383	3	1_1_1	80	0.07	n/a	/n/a	+	SRR12794698.17717983,SRR12794698.24855636,SRR12794698.24855838,	SEPTIN7	2	126,136
chr7:36281115|36297187	chr7	36281115	36297187	2	1_2_1	107	0.036	n/a	/n/a	+	SRR12794698.1304075,SRR12794698.30970208,	EEPD1	4	111,135,139,195
chr7:36594339|36623250	chr7	36594339	36623250	2	2_0_2	880	0.005	n/a	/n/a	-	SRR12794698.2403035,SRR12794698.43182154,	AOAH	6	92,95,49,49,71,61
chr7:37096619|37133234	chr7	37096619	37133234	2	1_2_1	232	0.017	n/a	/n/a	-	SRR12794698.23948947,SRR12794698.28427384,	ELMO1	2	109,105
chr7:37211386|37225030	chr7	37211386	37225030	2	2_2_0	309	0.013	n/a	/n/a	-	SRR12794698.30464706,SRR12794698.35218579,	ELMO1	5	132,123,51,79,152
chr7:37222615|37244391	chr7	37222615	37244391	2	1_0_2	345	0.011	n/a	/n/a	-	SRR12794698.44992075,SRR12794698.34661491,	ELMO1	4	79,152,100,36
chr7:37857274|37877007	chr7	37857274	37877007	8	4_6_1	23	0.41	n/a	/n/a	+	SRR12794698.1754254,SRR12794698.10996713,SRR12794698.21513749,SRR12794698.22831579,SRR12794698.28113041,SRR12794698.28113201,SRR12794698.40990489,SRR12794698.31527043,	NME8	7	72,117,67,74,93,197,176
chr7:39987599|39988258	chr7	39987599	39988258	4	3_3_0	207	0.037	n/a	/n/a	+	SRR12794698.7352567,SRR12794698.23843822,SRR12794698.24273590,SRR12794698.25654553,	CDK13	1	660
chr7:39987599|40002031	chr7	39987599	40002031	6	5_4_0	168	0.067	n/a	/n/a	+	SRR12794698.9628768,SRR12794698.11364990,SRR12794698.33781674,SRR12794698.47848381,SRR12794698.47848904,SRR12794698.26073745,	CDK13	4	660,171,140,171
chr7:39997494|40002031	chr7	39997494	40002031	5	2_3_0	217	0.044	n/a	/n/a	+	SRR12794698.12633029,SRR12794698.14094767,SRR12794698.14095557,SRR12794698.40189993,SRR12794698.40190195,	CDK13	3	171,140,171
chr7:39999361|40047877	chr7	39999361	40047877	2	2_2_0	273	0.014	n/a	/n/a	+	SRR12794698.18611459,SRR12794698.39095019,	CDK13	4	140,171,190,57
chr7:43595901|43596113	chr7	43595901	43596113	3	3_3_0	342	0.017	n/a	/n/a	+	SRR12794698.2701071,SRR12794698.24656102,SRR12794698.44364010,	STK17A	1	213
chr7:43639449|43640649	chr7	43639449	43640649	18	14_10_3	180	0.167	n/a	/n/a	-	SRR12794698.4000657,SRR12794698.4641325,SRR12794698.8273759,SRR12794698.10162723,SRR12794698.14089422,SRR12794698.14095251,SRR12794698.17009534,SRR12794698.20980996,SRR12794698.33408925,SRR12794698.34086619,SRR12794698.35640138,SRR12794698.37833934,SRR12794698.37834256,SRR12794698.38481821,SRR12794698.41408927,SRR12794698.44743869,SRR12794698.44744085,SRR12794698.40447372,	COA1	2	233,77
chr7:44050225|44052941	chr7	44050225	44052941	7	5_1_5	684	0.02	n/a	/n/a	+	SRR12794698.8590094,SRR12794698.17054295,SRR12794698.17054414,SRR12794698.19605911,SRR12794698.34709548,SRR12794698.35819784,SRR12794698.13090070,	DBNL	3	56,113,75
chr7:44645327|44647759	chr7	44645327	44647759	3	2_1_2	199	0.029	n/a	/n/a	+	SRR12794698.20563286,SRR12794698.39167165,SRR12794698.38969610,	OGDH	2	192,103
chr7:44674411|44675268	chr7	44674411	44675268	10	10_7_1	188	0.096	n/a	/n/a	+	SRR12794698.6128643,SRR12794698.7891140,SRR12794698.8402972,SRR12794698.9883879,SRR12794698.23233590,SRR12794698.24520501,SRR12794698.35630924,SRR12794698.48756998,SRR12794698.27099201,SRR12794698.46556001,	OGDH	2	147,91
chr7:44700141|44701615	chr7	44700141	44701615	2	2_1_1	115	0.034	n/a	/n/a	+	SRR12794698.46271486,SRR12794698.46483665,	OGDH	2	129,73
chr7:45063918|45064646	chr7	45063918	45064646	5	3_3_1	407	0.024	n/a	/n/a	+	SRR12794698.2689818,SRR12794698.7417654,SRR12794698.17000026,SRR12794698.31956064,SRR12794698.14543951,	CCM2	2	84,184
chr7:48227262|48234151	chr7	48227262	48234151	2	2_2_0	11	0.267	n/a	/n/a	+	SRR12794698.6607107,SRR12794698.38043208,	ABCA13	3	164,131,134
chr7:48227262|48229955	chr7	48227262	48229955	2	2_2_0	9	0.308	n/a	/n/a	+	SRR12794698.4197927,SRR12794698.23585725,	ABCA13	2	164,131
chr7:48410520|48412583	chr7	48410520	48412583	17	11_11_0	8	0.81	n/a	/n/a	+	SRR12794698.1533335,SRR12794698.1533601,SRR12794698.14779670,SRR12794698.21936246,SRR12794698.23951218,SRR12794698.26795160,SRR12794698.32394681,SRR12794698.32395989,SRR12794698.32396895,SRR12794698.39966450,SRR12794698.44693811,SRR12794698.47261441,SRR12794698.7124832,SRR12794698.23736538,SRR12794698.33840580,SRR12794698.33841625,SRR12794698.37279792,	ABCA13	2	158,231
chr7:48410520|48427871	chr7	48410520	48427871	8	5_3_0	8	0.667	n/a	/n/a	+	SRR12794698.5699089,SRR12794698.5699113,SRR12794698.19951563,SRR12794698.19951700,SRR12794698.19951725,SRR12794698.21483332,SRR12794698.1469488,SRR12794698.13807411,	ABCA13	3	158,231,106
chr7:48466956|48489344	chr7	48466956	48489344	7	4_3_5	4	0.778	n/a	/n/a	+	SRR12794698.5398653,SRR12794698.17212538,SRR12794698.20130100,SRR12794698.25281002,SRR12794698.25281440,SRR12794698.30436196,SRR12794698.33091332,	ABCA13	5	90,70,119,88,109
chr7:48471530|48489344	chr7	48471530	48489344	8	4_4_4	8	0.667	n/a	/n/a	+	SRR12794698.4198078,SRR12794698.6223099,SRR12794698.6223474,SRR12794698.7185592,SRR12794698.9696290,SRR12794698.19066594,SRR12794698.27702833,SRR12794698.37612871,	ABCA13	4	70,119,88,109
chr7:48511084|48528345	chr7	48511084	48528345	2	2_2_0	1	0.8	n/a	/n/a	+	SRR12794698.31448205,SRR12794698.48266639,	ABCA13	5	116,157,254,193,110
chr7:48580224|48587288	chr7	48580224	48587288	3	3_3_0	2	0.75	n/a	/n/a	+	SRR12794698.12226986,SRR12794698.15751999,SRR12794698.46778115,	ABCA13	2	151,135
chr7:50319048|50327757	chr7	50319048	50327757	57	21_37_26	550	0.172	n/a	/n/a	+	SRR12794698.2509198,SRR12794698.5517386,SRR12794698.6599828,SRR12794698.6600213,SRR12794698.9949509,SRR12794698.10245205,SRR12794698.12321738,SRR12794698.12721719,SRR12794698.12973464,SRR12794698.13205824,SRR12794698.13619431,SRR12794698.13636477,SRR12794698.13751022,SRR12794698.13817144,SRR12794698.14788266,SRR12794698.14917979,SRR12794698.16668646,SRR12794698.16669214,SRR12794698.19335554,SRR12794698.20032629,SRR12794698.20162130,SRR12794698.20682632,SRR12794698.20897142,SRR12794698.21102556,SRR12794698.21278936,SRR12794698.23258926,SRR12794698.24401252,SRR12794698.24534321,SRR12794698.26483073,SRR12794698.27117610,SRR12794698.28340086,SRR12794698.29948548,SRR12794698.30237445,SRR12794698.31087727,SRR12794698.32917835,SRR12794698.34351955,SRR12794698.35750722,SRR12794698.35754032,SRR12794698.36702408,SRR12794698.37556535,SRR12794698.37558039,SRR12794698.39355137,SRR12794698.39485769,SRR12794698.40162336,SRR12794698.40727606,SRR12794698.41916955,SRR12794698.43479288,SRR12794698.44162704,SRR12794698.45756187,SRR12794698.46104059,SRR12794698.48229255,SRR12794698.3420090,SRR12794698.14926326,SRR12794698.25559424,SRR12794698.31977764,SRR12794698.31977853,SRR12794698.47492615,	IKZF1	2	54,120
chr7:50319048|50391833	chr7	50319048	50391833	2	1_2_1	552	0.007	n/a	/n/a	+	SRR12794698.21022758,SRR12794698.43538485,	IKZF1	5	54,120,168,126,105
chr7:50376533|50391863	chr7	50376533	50391863	7	3_3_0	389	0.035	n/a	/n/a	+	SRR12794698.21439990,SRR12794698.23213601,SRR12794698.39273098,SRR12794698.39273156,SRR12794698.41069077,SRR12794698.41069291,SRR12794698.41069587,	IKZF1	3	261,168,135
chr7:55982210|55983868	chr7	55982210	55983868	10	3_7_4	100	0.167	n/a	/n/a	+	SRR12794698.8474376,SRR12794698.8474767,SRR12794698.8474801,SRR12794698.19166032,SRR12794698.28329694,SRR12794698.40444660,SRR12794698.41252963,SRR12794698.42806687,SRR12794698.43902694,SRR12794698.44870402,	NIPSNAP2	2	71,141
chr7:64336259|64336982	chr7	64336259	64336982	7	4_2_3	42	0.25	n/a	/n/a	+	SRR12794698.3177510,SRR12794698.9120384,SRR12794698.27285039,SRR12794698.27285481,SRR12794698.3177597,SRR12794698.7261064,SRR12794698.28646518,	ZNF736	2	127,96
chr7:64543707|64544432	chr7	64543707	64544432	21	13_14_2	22	0.656	n/a	/n/a	-	SRR12794698.4736837,SRR12794698.7764546,SRR12794698.14095217,SRR12794698.14095323,SRR12794698.14202892,SRR12794698.15690944,SRR12794698.15690952,SRR12794698.15802065,SRR12794698.16693671,SRR12794698.16806440,SRR12794698.20577161,SRR12794698.20577184,SRR12794698.20577866,SRR12794698.24420119,SRR12794698.26773185,SRR12794698.30531262,SRR12794698.40512660,SRR12794698.45997939,SRR12794698.48532765,SRR12794698.26772821,SRR12794698.38883288,	ZNF680	2	96,127
chr7:66127704|66134374	chr7	66127704	66134374	16	4_2_10	93	0.256	n/a	/n/a	+	SRR12794698.216855,SRR12794698.2851297,SRR12794698.7816200,SRR12794698.8761337,SRR12794698.8762572,SRR12794698.18126642,SRR12794698.32006553,SRR12794698.33013131,SRR12794698.33013201,SRR12794698.42675253,SRR12794698.10145380,SRR12794698.13065510,SRR12794698.21204554,SRR12794698.21205023,SRR12794698.24437141,SRR12794698.30783291,	CRCP	2	37,95
chr7:66240325|66286709	chr7	66240325	66286709	4	3_3_0	20	0.286	n/a	/n/a	+	SRR12794698.20689147,SRR12794698.30984442,SRR12794698.33769049,SRR12794698.47322488,	TPST1	2	946,199
chr7:66240325|66241270	chr7	66240325	66241270	3	3_2_0	31	0.162	n/a	/n/a	+	SRR12794698.44976744,SRR12794698.46124894,SRR12794698.45901107,	TPST1	1	946
chr7:66286511|66286709	chr7	66286511	66286709	2	1_2_0	25	0.138	n/a	/n/a	+	SRR12794698.14175363,SRR12794698.37974957,	TPST1	1	199
chr7:66573385|66576929	chr7	66573385	66576929	5	3_2_0	53	0.159	n/a	/n/a	-	SRR12794698.36624074,SRR12794698.29793481,SRR12794698.29793896,SRR12794698.36624084,SRR12794698.42981298,	GS1-124K5.11	2	166,175
chr7:66797374|66805396	chr7	66797374	66805396	9	3_3_3	74	0.196	n/a	/n/a	+	SRR12794698.7720343,SRR12794698.18781348,SRR12794698.25558513,SRR12794698.31588917,SRR12794698.23195143,SRR12794698.34258905,SRR12794698.34259164,SRR12794698.40362130,SRR12794698.45071425,	RABGEF1	3	133,92,257
chr7:66991137|66994341	chr7	66991137	66994341	13	7_4_2	135	0.161	n/a	/n/a	-	SRR12794698.3196238,SRR12794698.29525368,SRR12794698.31921293,SRR12794698.31921437,SRR12794698.34817216,SRR12794698.37814841,SRR12794698.37815577,SRR12794698.47016547,SRR12794698.3196208,SRR12794698.30367400,SRR12794698.41838127,SRR12794698.49123775,SRR12794698.49123897,	SBDS	3	165,201,130
chr7:66993217|66994341	chr7	66993217	66994341	15	8_8_1	108	0.217	n/a	/n/a	-	SRR12794698.929999,SRR12794698.1276484,SRR12794698.15264515,SRR12794698.15265162,SRR12794698.15265540,SRR12794698.29598424,SRR12794698.30491905,SRR12794698.30492749,SRR12794698.31758550,SRR12794698.36835091,SRR12794698.37585844,SRR12794698.40477904,SRR12794698.40478253,SRR12794698.42472666,SRR12794698.6531959,	SBDS	2	201,130
chr7:66993217|66993417	chr7	66993217	66993417	3	2_2_0	110	0.052	n/a	/n/a	-	SRR12794698.34423838,SRR12794698.49056163,SRR12794698.49058963,	SBDS	1	201
chr7:67067285|67083539	chr7	67067285	67083539	2	2_1_1	52	0.071	n/a	/n/a	+	SRR12794698.34641683,SRR12794698.40529470,	TYW1	2	119,110
chr7:72807066|72807356	chr7	72807066	72807356	8	7_7_0	32	0.333	n/a	/n/a	-	SRR12794698.1420759,SRR12794698.12946253,SRR12794698.12947565,SRR12794698.19002622,SRR12794698.33939261,SRR12794698.38615387,SRR12794698.41863936,SRR12794698.43339062,	TYW1B	1	291
chr7:72830692|72831798	chr7	72830692	72831798	5	3_3_1	117	0.079	n/a	/n/a	+	SRR12794698.20151974,SRR12794698.22795165,SRR12794698.42612772,SRR12794698.13458914,SRR12794698.13458930,	SBDSP1	2	122,197
chr7:72830692|72833928	chr7	72830692	72833928	4	1_2_1	97	0.076	n/a	/n/a	+	SRR12794698.33967797,SRR12794698.33968497,SRR12794698.3459544,SRR12794698.26113779,	SBDSP1	3	122,197,165
chr7:72831602|72833928	chr7	72831602	72833928	8	5_3_0	91	0.15	n/a	/n/a	+	SRR12794698.8122969,SRR12794698.27825242,SRR12794698.27825243,SRR12794698.27825257,SRR12794698.34208580,SRR12794698.34208753,SRR12794698.14400276,SRR12794698.14400325,	SBDSP1	2	197,165
chr7:73447264|73470483	chr7	73447264	73470483	3	1_2_0	144	0.04	n/a	/n/a	-	SRR12794698.8548283,SRR12794698.8548363,SRR12794698.2884544,	BAZ1B	9	116,148,148,183,178,99,106,134,139
chr7:73462922|73466401	chr7	73462922	73466401	4	4_2_1	114	0.066	n/a	/n/a	-	SRR12794698.11250057,SRR12794698.45133952,SRR12794698.45134518,SRR12794698.19709671,	BAZ1B	3	178,99,106
chr7:73469517|73470483	chr7	73469517	73470483	3	3_3_0	157	0.037	n/a	/n/a	-	SRR12794698.11675599,SRR12794698.26441397,SRR12794698.38980170,	BAZ1B	2	134,139
chr7:73686636|73687095	chr7	73686636	73687095	11	8_6_4	114	0.162	n/a	/n/a	+	SRR12794698.10076119,SRR12794698.21871888,SRR12794698.22242794,SRR12794698.33255727,SRR12794698.38616556,SRR12794698.40294252,SRR12794698.40295169,SRR12794698.40876947,SRR12794698.48334343,SRR12794698.11300363,SRR12794698.44176291,	BUD23	3	96,83,97
chr7:74219744|74220734	chr7	74219744	74220734	6	1_1_5	556	0.021	n/a	/n/a	+	SRR12794698.18228950,SRR12794698.36532746,SRR12794698.5902806,SRR12794698.8083376,SRR12794698.26869658,SRR12794698.40452129,	LAT2	5	44,49,38,36,31
chr7:74705164|74716950	chr7	74705164	74716950	7	2_2_5	127	0.099	n/a	/n/a	+	SRR12794698.8106787,SRR12794698.32432926,SRR12794698.41108325,SRR12794698.45268042,SRR12794698.45969345,SRR12794698.45970075,SRR12794698.30667971,	GTF2I	5	55,44,78,57,57
chr7:76003758|76013887	chr7	76003758	76013887	2	2_2_0	59	0.063	n/a	/n/a	-	SRR12794698.18662195,SRR12794698.41933075,	STYXL1	3	98,146,146
chr7:77376848|77404615	chr7	77376848	77404615	8	4_2_6	170	0.086	n/a	/n/a	-	SRR12794698.758897,SRR12794698.2561876,SRR12794698.11522416,SRR12794698.15842638,SRR12794698.20890998,SRR12794698.23088276,SRR12794698.29500269,SRR12794698.35317819,	GSAP	8	60,105,50,70,89,54,70,57
chr7:77387360|77406105	chr7	77387360	77406105	2	2_0_2	121	0.032	n/a	/n/a	-	SRR12794698.4496356,SRR12794698.12404693,	GSAP	5	89,54,70,57,77
