,id,X.chrom,start,end,name,score,strand
50075,gene_55065,chr1,114749049,114804900,RP4-543J13.1,0,-
50076,gene_55066,chr8,12272589,12275599,FAM90A25P,0,-
50077,gene_55067,chr2,229347977,229476111,AC009410.1,0,-
50078,gene_55068,chr6,162036098,162036191,AL035697.1,0,+
50079,gene_55069,chr8,133850362,133856543,AF230666.2,0,-
50080,gene_5507,chr20,37591115,37591636,RP4-616B8.6,0,+
50081,gene_55070,chrX,95450476,95450616,RP1-199L16.1,0,+
50082,gene_55071,chr21,16986602,16986708,RNU6-1326P,0,+
50083,gene_55072,chr5,102581749,102589220,CTC-503K11.2,0,-
50084,gene_55073,chr3,64005184,64005601,RP11-245J9.6,0,+
50085,gene_55074,chr14,103332193,103332300,RNU6-1316P,0,+
50086,gene_55075,chr2,128459082,128462816,SFT2D3,0,+
50087,gene_55076,chr1,168195176,168222263,SFT2D2,0,+
50088,gene_55077,chr6,166733216,166756079,SFT2D1,0,-
50089,gene_55078,chr1,155657751,155708801,DAP3,0,+
50090,gene_55079,chr18,22253127,22254312,RP11-449D8.2,0,+
50091,gene_5508,chr7,56169262,56174269,CHCHD2,0,-
50092,gene_55080,chr18,22269878,22270125,RP11-449D8.3,0,-
50093,gene_55081,chr1,118139454,118148392,AL157902.3,0,-
50094,gene_55082,chr4,165991760,166129701,TMEM192,0,-
50095,gene_55083,chr6,54635381,54635932,KRASP1,0,+
50096,gene_55084,chr7,19758933,19813221,TMEM196,0,-
50097,gene_55085,chr11,82502704,82528188,RP11-718B12.2,0,+
50098,gene_55086,chr1,168370067,168464923,RP5-968D22.3,0,-
50099,gene_55087,chr1,168418910,168420449,RP5-968D22.2,0,-
50100,gene_55088,chr1,168370721,168376512,RP5-968D22.1,0,-
50101,gene_55089,chr13,42913324,43060092,RP11-413N19.2,0,+
50102,gene_5509,chr7,132469629,132766848,CHCHD3,0,-
50103,gene_55090,chr16,86600857,86603334,FOXC2,0,+
50104,gene_55091,chr6,1610207,1614132,FOXC1,0,+
50105,gene_55092,chr5,173483063,173483588,RP11-619L12.3,0,-
50106,gene_55093,chr9,91360751,91360820,MIR4289,0,-
50107,gene_55094,chr5,173466754,173467243,RP11-619L12.1,0,-
50108,gene_55095,chr14,23568274,23574201,RP11-244E17.1,0,-
50109,gene_55096,chr8,136754586,136754738,RNU1-35P,0,-
50110,gene_55097,chr5,173508509,173513562,RP11-619L12.4,0,-
50111,gene_55098,chr1,235529668,235530681,RP11-517I24.6,0,-
50112,gene_55099,chr13,49618215,49620930,RP11-156K23.2,0,-
50113,gene_551,chr13,52043886,52044181,RN7SL320P,0,+
50114,gene_5510,chr11,22382759,22383840,CTD-2140G10.4,0,-
50115,gene_55100,chr1,235524468,235525855,RP11-517I24.5,0,+
50116,gene_55101,chr4,77356253,77704406,SHROOM3,0,+
50117,gene_55102,chrX,9754496,9917483,SHROOM2,0,+
50118,gene_55103,chr5,132157833,132166590,SHROOM1,0,-
50119,gene_55104,chr22,50925213,50929077,MIOX,0,+
50120,gene_55105,chr14,22631134,22631766,TRAV29DV5,0,+
50121,gene_55106,chr3,37427760,37476988,AC136290.1,0,+
50122,gene_55107,chrX,50334647,50557302,SHROOM4,0,-
50123,gene_55108,chr7,7606503,7648560,MIOS,0,+
50124,gene_55109,chr19,47123725,47128375,PTGIR,0,-
50125,gene_5511,chr9,136215069,136218281,RPL7A,0,+
50126,gene_55110,chr10,116853124,117708503,ATRNL1,0,+
50127,gene_55111,chr2,64319786,64371588,PELI1,0,-
50128,gene_55112,chr11,66233798,66244808,PELI3,0,+
50129,gene_55113,chr1,154270126,154270224,RNU6-121P,0,+
50130,gene_55114,chr12,32380344,32381088,RP11-956A19.1,0,-
50131,gene_55115,chr6,33508471,33508774,RN7SL26P,0,+
50132,gene_55116,chr12,115025999,115026607,OSTF1P1,0,+
50133,gene_55117,chrX,102054491,102054811,RP11-522L3.6,0,+
50134,gene_55118,chr6,72248587,72248679,AL035467.1,0,-
50135,gene_55119,chr17,15685655,15685769,RNA5SP436,0,+
50136,gene_5512,chr3,126423063,126679249,CHCHD6,0,+
50137,gene_55120,chr11,69061605,69182494,MYEOV,0,+
50138,gene_55121,chr7,101936369,101936453,MIR4285,0,+
50139,gene_55122,chr1,221002597,221005771,RP11-295M18.2,0,+
50140,gene_55123,chrX,21232755,21232861,RNU6-133P,0,+
50141,gene_55124,chr16,75894946,75895055,RNA5SP430,0,-
50142,gene_55125,chr5,119015892,119016775,CTC-507E12.1,0,+
50143,gene_55126,chr16,84296421,84296534,RNA5SP433,0,-
50144,gene_55127,chr3,68241548,68241730,RP11-1008M1.1,0,+
50145,gene_55128,chr19,99175,106077,OR4G1P,0,+
50146,gene_55129,chr11,6734767,6767670,GVINP1,0,-
50147,gene_5513,chr8,57124245,57131357,CHCHD7,0,+
50148,gene_55130,chr11,6769362,6771555,GVINP2,0,+
50149,gene_55131,chr11,18477371,18501147,LDHAL6A,0,+
50150,gene_55132,chr6,35800743,35889119,SRPK1,0,-
50151,gene_55133,chr16,77268774,77324831,RP11-538I12.3,0,+
50152,gene_55134,chrX,153041867,153051187,SRPK3,0,+
50153,gene_55135,chr7,104751151,105039755,SRPK2,0,-
50154,gene_55136,chr10,101411746,101413662,RP11-483F11.7,0,-
50155,gene_55137,chr8,43106854,43107001,RP11-359P18.2,0,+
50156,gene_55138,chr10,101457164,101457706,RP11-483F11.5,0,-
50157,gene_55139,chr14,96671016,96710503,BDKRB2,0,+
50158,gene_5514,chr3,14153577,14166370,CHCHD4,0,-
50159,gene_55140,chr19,40497851,40497946,AC007842.1,0,-
50160,gene_55141,chr11,38668026,38695791,RP11-64I17.1,0,+
50161,gene_55142,chr13,100802735,100803346,RP11-340C20.2,0,-
50162,gene_55143,chr9,5096666,5098193,RP11-39K24.4,0,+
50163,gene_55144,chr1,165446078,165551392,RP11-280O1.2,0,-
50164,gene_55145,chr19,58337829,58338146,AC010522.1,0,-
50165,gene_55146,chr16,15688243,15737023,KIAA0430,0,-
50166,gene_55147,chr8,43349080,43349905,RP11-359P18.7,0,+
50167,gene_55148,chr12,47659448,47659891,RP11-493L12.7,0,+
50168,gene_55149,chr12,47735397,47735872,RP11-493L12.6,0,-
50169,gene_5515,chr4,88238322,88266362,RP11-529H2.2,0,-
50170,gene_55150,chr12,47747537,47763718,RP11-493L12.5,0,+
50171,gene_55151,chr12,47641907,47651322,RP11-493L12.4,0,+
50172,gene_55152,chr12,47631517,47672804,RP11-493L12.3,0,-
50173,gene_55153,chr12,47599681,47610239,RP11-493L12.2,0,-
50174,gene_55154,chr16,73126248,73133236,RP11-346C20.2,0,+
50175,gene_55155,chr8,43394280,43394615,RP11-359P18.5,0,+
50176,gene_55156,chr12,128672479,128675934,RP11-417O18.2,0,-
50177,gene_55157,chr13,27917785,27917883,RNU6-70P,0,-
50178,gene_55158,chr12,128772704,128773601,RP11-417O18.1,0,+
50179,gene_55159,chr1,22351051,22357716,RP1-224A6.4,0,+
50180,gene_5516,chr11,73583712,73588033,CHCHD8,0,-
50181,gene_55160,chr1,22385690,22390692,RP1-224A6.6,0,+
50182,gene_55161,chr12,12767293,12768841,RP11-180M15.5,0,-
50183,gene_55162,chr14,106383838,106398502,KIAA0125,0,+
50184,gene_55163,chr1,22350483,22352541,RP1-224A6.3,0,-
50185,gene_55164,chr21,46356218,46356869,LL21NC02-1C16.2,0,+
50186,gene_55165,chr1,22394833,22395320,RP1-224A6.8,0,-
50187,gene_55166,chr1,22427106,22427853,RP1-224A6.9,0,+
50188,gene_55167,chr14,20336356,20337302,OR4K3P,0,-
50189,gene_55168,chr18,24923216,24926074,RP11-26N15.2,0,+
50190,gene_55169,chr8,93895758,94029901,TRIQK,0,-
50191,gene_5517,chr9,82006219,82006674,CHCHD9,0,+
50192,gene_55170,chr19,10123925,10132955,RDH8,0,+
50193,gene_55171,chr21,35445870,35478561,SLC5A3,0,+
50194,gene_55172,chr12,56114151,56118489,RDH5,0,+
50195,gene_55173,chr6,110919296,110919908,RP11-346C16.6,0,+
50196,gene_55174,chr6,110883378,110883818,RP11-346C16.4,0,-
50197,gene_55175,chr6,110966902,110967761,RP11-346C16.2,0,+
50198,gene_55176,chr6,111021765,111022103,RP11-346C16.1,0,+
50199,gene_55177,chr8,10333733,10333839,RNU6-729P,0,+
50200,gene_55178,chrX,102192698,102195489,LL0XNC01-237H1.3,0,-
50201,gene_55179,chr5,163136216,163136520,RP11-756G12.1,0,-
50202,gene_5518,chr6,5918793,5919077,RN7SL221P,0,-
50203,gene_55180,chr1,71547007,71955659,RP11-316C12.2,0,+
50204,gene_55181,chr6,25885647,25885979,RP1-139G21.4,0,+
50205,gene_55182,chr2,106709759,106810795,UXS1,0,-
50206,gene_55183,chr13,51796470,51858377,FAM124A,0,+
50207,gene_55184,chr20,61968691,61968801,RNU6-994P,0,+
50208,gene_55185,chr19,47793280,47825323,C5AR1,0,+
50209,gene_55186,chrX,25896456,25911661,RP11-86A5.1,0,+
50210,gene_55187,chrX,102061092,102061574,RP11-522L3.9,0,-
50211,gene_55188,chr14,29062985,29063125,EIF4A1P12,0,+
50212,gene_55189,chr1,55107459,55207981,MROH7-TTC4,0,+
50213,gene_5519,chr16,18544740,18545139,RP11-457I16.4,0,+
50214,gene_55190,chrX,154045374,154045676,RP11-115M6.4,0,-
50215,gene_55191,chr9,44562113,44562593,RP11-286O1.2,0,+
50216,gene_55192,chr20,25989427,25991167,RP4-760C5.3,0,-
50217,gene_55193,chr9,131358172,131358912,RP11-216B9.8,0,+
50218,gene_55194,chr16,86609974,86615766,FOXL1,0,+
50219,gene_55195,chr19,23404401,23433192,ZNF724P,0,-
50220,gene_55196,chr20,9485827,9495645,RP5-1119D9.4,0,-
50221,gene_55197,chr3,128338813,128399918,RPN1,0,-
50222,gene_55198,chr20,35806813,35870026,RPN2,0,+
50223,gene_55199,chr12,53817639,53825318,AMHR2,0,+
50224,gene_552,chr3,3080717,3110926,AC022002.4,0,-
50225,gene_5520,chr7,99469791,99469881,CTD-3244O18.6,0,+
50226,gene_55200,chr12,113633246,113658899,IQCD,0,-
50227,gene_55201,chr6,159515125,159537286,RP11-13P5.1,0,+
50228,gene_55202,chr6,159586931,159591039,RP11-13P5.2,0,-
50229,gene_55203,chr16,2013746,2014096,AC005363.9,0,-
50230,gene_55204,chr22,30972612,31003070,PES1,0,-
50231,gene_55205,chrX,68048840,68061990,EFNB1,0,+
50232,gene_55206,chr2,169643049,169722024,NOSTRIN,0,+
50233,gene_55207,chr9,134246320,134247901,RP11-643E14.2,0,+
50234,gene_55208,chr17,15603006,15648092,AC005324.8,0,+
50235,gene_55209,chr17,15638337,15652506,AC005324.6,0,-
50236,gene_5521,chr7,99417641,99417709,CTD-3244O18.7,0,+
50237,gene_55210,chr17,15664928,15667083,AC005324.7,0,-
50238,gene_55211,chr19,15988833,16008930,CYP4F2,0,-
50239,gene_55212,chr19,15751707,15773635,CYP4F3,0,+
50240,gene_55213,chr2,20026010,20026336,AC013400.1,0,+
50241,gene_55214,chr2,20068621,20084808,AC013400.2,0,+
50242,gene_55215,chr14,94400499,94443137,ASB2,0,-
50243,gene_55216,chr2,53759810,54014747,ASB3,0,-
50244,gene_55217,chr2,239335383,239360891,ASB1,0,+
50245,gene_55218,chr9,132396883,132404448,ASB6,0,-
50246,gene_55219,chr15,101142739,101191910,ASB7,0,+
50247,gene_5522,chr17,1945230,1946724,OVCA2,0,+
50248,gene_55220,chr7,95107756,95169544,ASB4,0,+
50249,gene_55221,chr4,177134824,177198722,ASB5,0,-
50250,gene_55222,chr12,48541571,48574996,ASB8,0,-
50251,gene_55223,chrX,15253410,15288589,ASB9,0,-
50252,gene_55224,chr2,234216462,234255701,SAG,0,+
50253,gene_55225,chr2,132383530,132385720,RP11-433A19.2,0,+
50254,gene_55226,chr2,132404277,132405945,RP11-433A19.1,0,-
50255,gene_55227,chr17,14277456,14324343,AC022816.2,0,+
50256,gene_55228,chr17,39077682,39132178,AC004231.2,0,+
50257,gene_55229,chr1,202008979,202009062,RP11-510N19.3,0,+
50258,gene_5523,chr7,99467464,99467517,CTD-3244O18.5,0,+
50259,gene_55230,chr18,14137709,14139271,RP11-411B10.6,0,+
50260,gene_55231,chr17,57962376,57962913,NDUFB8P2,0,+
50261,gene_55232,chr22,23522105,23522359,U07000.5,0,-
50262,gene_55233,chr12,66957304,66957474,RP11-754J4.2,0,+
50263,gene_55234,chr12,66957747,66962974,RP11-754J4.1,0,-
50264,gene_55235,chr1,200116659,200117407,RP11-47A17.2,0,-
50265,gene_55236,chr17,76106539,76128488,TMC6,0,-
50266,gene_55237,chr12,3405368,3475288,RP5-1063M23.3,0,-
50267,gene_55238,chr12,3427884,3434509,RP5-1063M23.2,0,+
50268,gene_55239,chr3,41900842,41901086,RP11-523D22.1,0,-
50269,gene_5524,chr15,72084977,72110600,NR2E3,0,+
50270,gene_55240,chr14,33348452,33352036,RP11-340L3.1,0,+
50271,gene_55241,chr12,49521565,49541652,RP11-386G11.10,0,+
50272,gene_55242,chr10,64417945,64418012,AC067751.1,0,+
50273,gene_55243,chr8,142350648,142354720,CTD-3064M3.1,0,+
50274,gene_55244,chr8,142363503,142365465,CTD-3064M3.3,0,-
50275,gene_55245,chr22,23264766,23265206,IGLC7,0,+
50276,gene_55246,chr8,142400039,142402674,CTD-3064M3.4,0,-
50277,gene_55247,chr8,142444645,142448054,CTD-3064M3.7,0,+
50278,gene_55248,chr8,142469175,142470131,CTD-3064M3.6,0,+
50279,gene_55249,chr3,194308402,194354418,TMEM44,0,-
50280,gene_5525,chr2,86131402,86131850,RP11-548P2.2,0,+
50281,gene_55250,chrX,34645181,34675405,TMEM47,0,-
50282,gene_55251,chr3,12775024,12810956,TMEM40,0,-
50283,gene_55252,chr3,14166440,14185179,TMEM43,0,+
50284,gene_55253,chr3,44903361,44907162,TMEM42,0,+
50285,gene_55254,chr19,50990067,50990895,CTD-2545M3.8,0,-
50286,gene_55255,chr8,47172182,47172472,AC113134.1,0,+
50287,gene_55256,chr17,49254786,49337524,MBTD1,0,-
50288,gene_55257,chr1,160336857,160342638,NHLH1,0,+
50289,gene_55258,chr14,100430866,100431715,RP11-436M15.4,0,+
50290,gene_55259,chr19,50983376,50986608,CTD-2545M3.2,0,-
50291,gene_5526,chr2,27600098,27603657,ZNF513,0,-
50292,gene_55260,chr14,100440673,100441486,RP11-436M15.1,0,-
50293,gene_55261,chr19,50919056,50931666,CTD-2545M3.6,0,+
50294,gene_55262,chr14,100443452,100444435,RP11-436M15.3,0,-
50295,gene_55263,chr9,114336472,114337707,RP11-16L21.7,0,+
50296,gene_55264,chr3,126940037,126940724,RP11-305F5.2,0,-
50297,gene_55265,chr1,248138043,248138955,OR2L9P,0,+
50298,gene_55266,chr14,76070516,76070621,RNA5SP387,0,+
50299,gene_55267,chr9,114365111,114393569,RP11-16L21.8,0,-
50300,gene_55268,chr13,42755601,42756057,RP11-84N7.1,0,-
50301,gene_55269,chr19,53267448,53290044,ZNF600,0,-
50302,gene_5527,chr9,99518147,99540411,ZNF510,0,-
50303,gene_55270,chr16,29049976,29064047,CTB-134H23.2,0,+
50304,gene_55271,chr19,58488421,58514717,ZNF606,0,-
50305,gene_55272,chr14,52159470,52159579,RNA5SP385,0,+
50306,gene_55273,chr12,133494894,133532892,ZNF605,0,-
50307,gene_55274,chrX,152710178,152736045,TREX2,0,-
50308,gene_55275,chr18,2571510,2616634,NDC80,0,+
50309,gene_55276,chr5,123972606,124084500,ZNF608,0,-
50310,gene_55277,chr3,48507210,48509044,TREX1,0,+
50311,gene_55278,chr3,52846991,52865495,ITIH4,0,-
50312,gene_55279,chr1,168732603,168743728,RP1-10C16.1,0,-
50313,gene_5528,chr10,135121979,135126666,ZNF511,0,+
50314,gene_55280,chr8,12815896,12819709,RP11-369K16.1,0,+
50315,gene_55281,chr12,22754359,22771801,RP11-268P4.5,0,+
50316,gene_55282,chr11,78902603,78904205,RP11-802F5.1,0,+
50317,gene_55283,chr1,207974863,208052441,AL035209.2,0,-
50318,gene_55284,chr12,22791398,22791877,RP11-268P4.6,0,+
50319,gene_55285,chr12,22875163,22875403,RP11-268P4.1,0,+
50320,gene_55286,chr12,91755973,91762383,RP11-121E16.1,0,+
50321,gene_55287,chr12,22749162,22749485,RP11-268P4.2,0,+
50322,gene_55288,chr2,163175350,163228105,GCA,0,+
50323,gene_55289,chr1,247918148,247923858,OR1C1,0,-
50324,gene_5529,chr8,111567637,111568747,CTD-2544L4.1,0,+
50325,gene_55290,chrX,146318431,146318545,MIR508,0,-
50326,gene_55291,chr2,162999383,163008914,GCG,0,-
50327,gene_55292,chr9,139694818,139723918,RP11-216L13.18,0,+
50328,gene_55293,chr9,139685831,139695047,RP11-216L13.17,0,+
50329,gene_55294,chr9,139632619,139642905,RP11-216L13.16,0,-
50330,gene_55295,chr7,44183870,44237769,GCK,0,-
50331,gene_55296,chr14,89623087,89623918,RP11-681H18.2,0,+
50332,gene_55297,chr17,64208151,64252643,APOH,0,-
50333,gene_55298,chr10,124488945,124586384,DMBT1P1,0,+
50334,gene_55299,chr18,76904752,76906918,CTD-2286N8.1,0,+
50335,gene_553,chr3,3026915,3027259,AC022002.5,0,-
50336,gene_5530,chr2,138721590,138773934,HNMT,0,+
50337,gene_55300,chr2,132138489,132139163,AC073869.9,0,-
50338,gene_55301,chr2,132139413,132140070,AC073869.8,0,-
50339,gene_55302,chr2,219683413,219683867,RP11-459I19.1,0,+
50340,gene_55303,chr2,132181374,132182440,AC073869.5,0,-
50341,gene_55304,chr2,132127358,132127874,AC073869.4,0,+
50342,gene_55305,chr2,132140216,132141634,AC073869.7,0,-
50343,gene_55306,chr2,132143273,132143810,AC073869.6,0,-
50344,gene_55307,chr2,132118684,132121715,AC073869.1,0,-
50345,gene_55308,chr2,132085749,132088430,AC073869.3,0,-
50346,gene_55309,chr2,132109787,132110812,AC073869.2,0,-
50347,gene_5531,chr2,95813075,95831158,ZNF514,0,-
50348,gene_55310,chr8,52811885,52859733,RP11-110G21.1,0,+
50349,gene_55311,chr8,52808517,52808934,RP11-110G21.2,0,-
50350,gene_55312,chr4,54852754,54853225,RPL21P44,0,-
50351,gene_55313,chr7,143676214,143677318,RP4-669B10.6,0,-
50352,gene_55314,chr7,143682235,143683744,RP4-669B10.4,0,+
50353,gene_55315,chr7,99564343,99573780,AZGP1,0,-
50354,gene_55316,chr1,240986306,240986733,RP11-80B9.5,0,-
50355,gene_55317,chr1,240902719,240903153,RP11-80B9.4,0,-
50356,gene_55318,chr5,38710469,38845931,CTD-2127H9.1,0,-
50357,gene_55319,chr1,240932720,240934834,RP11-80B9.2,0,-
50358,gene_5532,chr12,83080659,83528649,TMTC2,0,+
50359,gene_55320,chr1,240926682,240939344,RP11-80B9.1,0,+
50360,gene_55321,chr11,59520488,59522448,AP000640.10,0,-
50361,gene_55322,chr2,128176003,128186822,PROC,0,+
50362,gene_55323,chr15,93425937,93442931,AC013394.2,0,+
50363,gene_55324,chr16,67880635,67906470,NUTF2,0,+
50364,gene_55325,chr3,48221818,48221879,RNU7-128P,0,+
50365,gene_55326,chr7,35969768,35969874,RNU6-1085P,0,-
50366,gene_55327,chr16,2889569,2892745,PRSS30P,0,-
50367,gene_55328,chr21,18803865,18803965,RNU6-113P,0,+
50368,gene_55329,chr12,65016289,65016385,MIR548C,0,+
50369,gene_5533,chr6,116571124,116575303,TSPYL4,0,-
50370,gene_55330,chrX,32659591,32659676,MIR548F5,0,-
50371,gene_55331,chr19,5720688,5778745,CATSPERD,0,+
50372,gene_55332,chr9,105757593,105780770,CYLC2,0,+
50373,gene_55333,chr15,38780304,38857776,RASGRP1,0,-
50374,gene_55334,chr5,142326134,142326670,CTC-483L24.2,0,-
50375,gene_55335,chr12,53858252,53858841,PCBP2-OT1,0,+
50376,gene_55336,chr4,114135202,114138326,AC004057.1,0,-
50377,gene_55337,chr19,38826415,38861583,CATSPERG,0,+
50378,gene_55338,chr16,68967723,68971628,RP11-521L9.2,0,+
50379,gene_55339,chr19,38899691,38916945,RASGRP4,0,-
50380,gene_5534,chr8,98285702,98290192,TSPYL5,0,-
50381,gene_55340,chr16,68961450,68982164,RP11-521L9.1,0,-
50382,gene_55341,chr19,46893772,46894109,AC007193.8,0,-
50383,gene_55342,chr18,2688562,2833063,RP11-703M24.5,0,-
50384,gene_55343,chr1,36771988,36790487,SH3D21,0,+
50385,gene_55344,chr2,153508107,153574511,PRPF40A,0,-
50386,gene_55345,chr19,12778885,12782170,WDR83OS,0,-
50387,gene_55346,chr10,25270908,25351208,ENKUR,0,-
50388,gene_55347,chr12,102090725,102137918,CHPT1,0,+
50389,gene_55348,chr22,26951178,26951289,MIR548J,0,-
50390,gene_55349,chr14,65877888,65879408,FUT8-AS1,0,-
50391,gene_5535,chr2,54480321,54483409,TSPYL6,0,-
50392,gene_55350,chr20,5525050,5591672,GPCPD1,0,-
50393,gene_55351,chr10,7528665,7528771,RNU6-535P,0,-
50394,gene_55352,chr16,30454952,30457502,SEPHS2,0,-
50395,gene_55353,chr10,13359424,13390298,SEPHS1,0,-
50396,gene_55354,chr9,135839119,135839180,RNU7-21P,0,+
50397,gene_55355,chrX,71475529,71497150,RPS4X,0,-
50398,gene_55356,chr18,75334508,75336471,RP11-63N3.1,0,+
50399,gene_55357,chr18,75344884,75345316,RP11-63N3.2,0,-
50400,gene_55358,chr8,1326033,1328473,AF067845.3,0,+
50401,gene_55359,chr8,1321851,1329560,AF067845.2,0,+
50402,gene_5536,chr17,4577125,4600126,AC091153.4,0,+
50403,gene_55360,chr8,1316808,1317999,AF067845.1,0,-
50404,gene_55361,chr14,75348594,75370448,DLST,0,+
50405,gene_55362,chr8,54985674,54986126,RP11-30L15.3,0,+
50406,gene_55363,chr8,54883791,54886770,RP11-30L15.4,0,+
50407,gene_55364,chr8,54955549,54958189,RP11-30L15.6,0,-
50408,gene_55365,chr2,91678903,91679373,IGKV1OR1-1,0,+
50409,gene_55366,chr4,81307332,81309870,RP11-395C17.1,0,-
50410,gene_55367,chr13,48807294,48844493,ITM2B,0,+
50411,gene_55368,chr17,42836399,42859214,ADAM11,0,+
50412,gene_55369,chr2,113825547,113833427,IL1F10,0,+
50413,gene_5537,chr1,201969222,201979481,RP11-465N4.4,0,-
50414,gene_55370,chr15,20359029,20366079,RP11-492D6.2,0,+
50415,gene_55371,chr15,20433873,20482756,RP11-492D6.3,0,-
50416,gene_55372,chr15,20487997,20496839,RP11-492D6.1,0,+
50417,gene_55373,chr16,2710350,2723445,CTD-2270P14.1,0,-
50418,gene_55374,chr6,53071396,53073495,RP1-34L19.1,0,-
50419,gene_55375,chr6,53100419,53101095,RP1-34L19.2,0,-
50420,gene_55376,chr2,111953540,111964071,AC108463.1,0,+
50421,gene_55377,chr6,88974877,88975230,RP4-570O12.2,0,+
50422,gene_55378,chr20,1290553,1309883,SDCBP2,0,-
50423,gene_55379,chr17,3168905,3169835,OR1D3P,0,+
50424,gene_5538,chr1,201964824,201965480,RP11-465N4.5,0,-
50425,gene_55380,chr19,9434850,9493293,ZNF559-ZNF177,0,+
50426,gene_55381,chr1,153631130,153634306,SNAPIN,0,+
50427,gene_55382,chr12,54969171,54982443,PPP1R1A,0,-
50428,gene_55383,chr16,4421849,4433529,VASN,0,+
50429,gene_55384,chr2,96240647,96246512,AC009237.12,0,+
50430,gene_55385,chr20,25219643,25225865,RP5-965G21.4,0,-
50431,gene_55386,chr20,25231644,25231940,RP5-965G21.5,0,-
50432,gene_55387,chr20,25265551,25266224,RP5-965G21.6,0,-
50433,gene_55388,chr22,42556019,42739622,TCF20,0,-
50434,gene_55389,chr4,60633534,60657832,RP11-525J21.1,0,-
50435,gene_5539,chrX,53111549,53117722,TSPYL2,0,+
50436,gene_55390,chr2,96201865,96202243,AC009237.11,0,-
50437,gene_55391,chr19,45666186,45681495,TRAPPC6A,0,-
50438,gene_55392,chr19,55875757,55881831,IL11,0,-
50439,gene_55393,chr1,148739443,148758311,NBPF16,0,+
50440,gene_55394,chr1,148555979,148596267,NBPF15,0,+
50441,gene_55395,chr1,148003642,148025863,NBPF14,0,-
50442,gene_55396,chr16,18814405,18823503,RP11-1035H13.2,0,+
50443,gene_55397,chr1,146373546,146467744,NBPF12,0,+
50444,gene_55398,chr1,146032647,146082765,NBPF11,0,-
50445,gene_55399,chr1,145293371,145358886,NBPF10,0,+
50446,gene_554,chr7,151653464,151717019,GALNTL5,0,+
50447,gene_5540,chr20,30774280,30778330,TSPYL3,0,-
50448,gene_55400,chr19,46009837,46030241,VASP,0,+
50449,gene_55401,chr2,60983365,61029220,PAPOLG,0,+
50450,gene_55402,chr14,96967770,97033448,PAPOLA,0,+
50451,gene_55403,chr7,4897364,4901625,PAPOLB,0,-
50452,gene_55404,chr18,19434601,19434948,RP11-268I9.1,0,-
50453,gene_55405,chr1,219347186,219386207,LYPLAL1,0,+
50454,gene_55406,chr10,103845233,103845487,RP11-302K17.3,0,-
50455,gene_55407,chr10,103849725,103849819,RP11-302K17.4,0,+
50456,gene_55408,chr6,108680288,108681067,RP11-72I2.2,0,-
50457,gene_55409,chr1,203872851,203873141,RP11-450D21.1,0,-
50458,gene_5541,chr3,146060783,146066267,RP11-758I14.2,0,-
50459,gene_55410,chr6,28292470,28324048,ZSCAN31,0,-
50460,gene_55411,chr18,32831022,32870209,ZSCAN30,0,-
50461,gene_55412,chr21,42931052,42934885,AP001610.9,0,-
50462,gene_55413,chr9,131707809,131709898,DOLK,0,-
50463,gene_55414,chr13,28366780,28368905,GSX1,0,+
50464,gene_55415,chr9,140509784,140513358,C9orf37,0,-
50465,gene_55416,chr1,235459180,235459650,RP11-382D8.4,0,+
50466,gene_55417,chr9,6467618,6470375,C9orf38,0,-
50467,gene_55418,chr3,146639710,146643005,RP11-232M24.1,0,+
50468,gene_55419,chr1,235500121,235500402,RP11-382D8.3,0,+
50469,gene_5542,chr3,146109150,146134390,RP11-758I14.3,0,-
50470,gene_55420,chr20,37007466,37011821,RP4-564F22.6,0,+
50471,gene_55421,chr17,74136637,74150731,RP11-449J21.5,0,+
50472,gene_55422,chr20,37034658,37045444,RP4-564F22.5,0,-
50473,gene_55423,chr20,37049235,37063996,RP4-564F22.2,0,-
50474,gene_55424,chr22,22434180,22434673,IGLVI-63,0,+
50475,gene_55425,chr17,74086389,74087750,RP11-449J21.3,0,+
50476,gene_55426,chr2,207685914,207687018,RP11-95H11.1,0,-
50477,gene_55427,chr15,32895488,32895570,AC123768.2,0,+
50478,gene_55428,chrX,5087553,5088686,RP11-585K14.2,0,+
50479,gene_55429,chr18,69504275,69538024,RP11-723G8.1,0,+
50480,gene_5543,chr15,42605885,42606584,RP11-546B15.2,0,+
50481,gene_55430,chr12,42792352,42792453,RNU6-249P,0,+
50482,gene_55431,chrX,5086959,5087480,RP11-585K14.1,0,-
50483,gene_55432,chr8,62671653,62678528,RP11-280G9.1,0,-
50484,gene_55433,chr10,78001782,78002071,RN7SL518P,0,-
50485,gene_55434,chrX,122318006,122624766,GRIA3,0,+
50486,gene_55435,chr7,57032955,57033214,RN7SL816P,0,+
50487,gene_55436,chrX,152621191,152621414,LL0XNC01-37G1.2,0,+
50488,gene_55437,chr17,15607546,15608214,UBE2SP1,0,-
50489,gene_55438,chr17,18580574,18581070,UBE2SP2,0,+
50490,gene_55439,GL000212.1,35322,36218,RP11-341D18.8,0,-
50491,gene_5544,chr15,42500611,42519188,RP11-546B15.1,0,+
50492,gene_55440,chr7,91741465,91772266,CYP51A1,0,-
50493,gene_55441,chr11,62342517,62359649,TUT1,0,-
50494,gene_55442,chr1,85464830,85598821,WDR63,0,+
50495,gene_55443,chr7,158649269,158749438,WDR60,0,+
50496,gene_55444,chr15,78570177,78592136,WDR61,0,-
